source,level,wkr_nr,wkr_name,land_nr,unit,votes_type,votes,votes_valid
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Piratenpartei Deutschland,Zweitstimmen,552,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Ökologisch-Demokratische Partei,Zweitstimmen,72,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,97,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,16,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Deutsche Kommunistische Partei,Zweitstimmen,21,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Partei der Humanisten,Zweitstimmen,108,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Die Urbane. Eine HipHop Partei,Zweitstimmen,79,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Basisdemokratische Partei Deutschland,Erststimmen,1382,141647
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Basisdemokratische Partei Deutschland,Zweitstimmen,1457,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,32,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,352,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Volt Deutschland,Zweitstimmen,250,141792
data-raw/w-btw21_kerg,district,40,Nienburg II – Schaumburg,3,Übrige,Erststimmen,222,141647
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Wahlberechtigte,Erststimmen,176770,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Wahlberechtigte,Zweitstimmen,176770,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Wählende,Erststimmen,128894,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Wählende,Zweitstimmen,128894,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Ungültige Stimmen,Erststimmen,1217,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Ungültige Stimmen,Zweitstimmen,1308,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Gültige Stimmen,Erststimmen,127677,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Gültige Stimmen,Zweitstimmen,127586,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Christlich Demokratische Union Deutschlands,Erststimmen,27303,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Christlich Demokratische Union Deutschlands,Zweitstimmen,23410,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Sozialdemokratische Partei Deutschlands,Erststimmen,44538,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Sozialdemokratische Partei Deutschlands,Zweitstimmen,39511,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Alternative für Deutschland,Erststimmen,7549,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Alternative für Deutschland,Zweitstimmen,7677,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Freie Demokratische Partei,Erststimmen,9550,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Freie Demokratische Partei,Zweitstimmen,13282,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,DIE LINKE,Erststimmen,4662,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,DIE LINKE,Zweitstimmen,5768,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,27851,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,30360,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,FREIE WÄHLER,Erststimmen,847,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,FREIE WÄHLER,Zweitstimmen,691,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Erststimmen,1586,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1161,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Erststimmen,1528,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1400,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,87,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Piratenpartei Deutschland,Erststimmen,746,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Piratenpartei Deutschland,Zweitstimmen,681,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Ökologisch-Demokratische Partei,Erststimmen,138,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Ökologisch-Demokratische Partei,Zweitstimmen,103,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,121,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Marxistisch-Leninistische Partei Deutschlands,Erststimmen,114,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,55,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Deutsche Kommunistische Partei,Zweitstimmen,63,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Partei der Humanisten,Zweitstimmen,180,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Die Urbane. Eine HipHop Partei,Zweitstimmen,72,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Basisdemokratische Partei Deutschland,Erststimmen,1265,127677
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Basisdemokratische Partei Deutschland,Zweitstimmen,1192,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,25,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,1073,127586
data-raw/w-btw21_kerg,district,41,Stadt Hannover I,3,Volt Deutschland,Zweitstimmen,674,127586
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Wahlberechtigte,Erststimmen,190336,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Wahlberechtigte,Zweitstimmen,190336,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Wählende,Erststimmen,143712,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Wählende,Zweitstimmen,143712,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Ungültige Stimmen,Erststimmen,1184,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Ungültige Stimmen,Zweitstimmen,1262,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Gültige Stimmen,Erststimmen,142528,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Gültige Stimmen,Zweitstimmen,142450,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Christlich Demokratische Union Deutschlands,Erststimmen,26196,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Christlich Demokratische Union Deutschlands,Zweitstimmen,22537,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Sozialdemokratische Partei Deutschlands,Erststimmen,46929,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Sozialdemokratische Partei Deutschlands,Zweitstimmen,40116,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Alternative für Deutschland,Erststimmen,6476,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Alternative für Deutschland,Zweitstimmen,6753,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Freie Demokratische Partei,Erststimmen,9538,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Freie Demokratische Partei,Zweitstimmen,13288,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,DIE LINKE,Erststimmen,7390,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,DIE LINKE,Zweitstimmen,8831,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,37779,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,41976,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,FREIE WÄHLER,Erststimmen,875,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,FREIE WÄHLER,Zweitstimmen,698,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Erststimmen,2428,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1705,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Erststimmen,1937,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,1479,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,59,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Piratenpartei Deutschland,Erststimmen,979,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Piratenpartei Deutschland,Zweitstimmen,769,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Ökologisch-Demokratische Partei,Zweitstimmen,122,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,189,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Marxistisch-Leninistische Partei Deutschlands,Erststimmen,146,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,70,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Deutsche Kommunistische Partei,Zweitstimmen,89,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Partei der Humanisten,Erststimmen,287,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Partei der Humanisten,Zweitstimmen,199,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Die Urbane. Eine HipHop Partei,Zweitstimmen,109,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Basisdemokratische Partei Deutschland,Erststimmen,1568,142528
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Basisdemokratische Partei Deutschland,Zweitstimmen,1440,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,20,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,1070,142450
data-raw/w-btw21_kerg,district,42,Stadt Hannover II,3,Volt Deutschland,Zweitstimmen,931,142450
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Wahlberechtigte,Erststimmen,231250,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Wahlberechtigte,Zweitstimmen,231250,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Wählende,Erststimmen,174581,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Wählende,Zweitstimmen,174581,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Ungültige Stimmen,Erststimmen,1464,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Ungültige Stimmen,Zweitstimmen,1879,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Gültige Stimmen,Erststimmen,173117,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Gültige Stimmen,Zweitstimmen,172702,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Christlich Demokratische Union Deutschlands,Erststimmen,55185,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Christlich Demokratische Union Deutschlands,Zweitstimmen,44529,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Sozialdemokratische Partei Deutschlands,Erststimmen,58297,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Sozialdemokratische Partei Deutschlands,Zweitstimmen,55464,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Alternative für Deutschland,Erststimmen,12942,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Alternative für Deutschland,Zweitstimmen,13295,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Freie Demokratische Partei,Erststimmen,12557,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Freie Demokratische Partei,Zweitstimmen,19550,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,DIE LINKE,Erststimmen,3981,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,DIE LINKE,Zweitstimmen,4504,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,22490,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,26219,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,FREIE WÄHLER,Zweitstimmen,1077,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Erststimmen,1662,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1355,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Erststimmen,3080,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,2637,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,130,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Piratenpartei Deutschland,Erststimmen,988,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Piratenpartei Deutschland,Zweitstimmen,692,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Ökologisch-Demokratische Partei,Zweitstimmen,113,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,95,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,36,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Deutsche Kommunistische Partei,Zweitstimmen,33,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Partei der Humanisten,Zweitstimmen,141,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Die Urbane. Eine HipHop Partei,Zweitstimmen,72,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Basisdemokratische Partei Deutschland,Erststimmen,1727,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Basisdemokratische Partei Deutschland,Zweitstimmen,1564,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Wir Bürger (2021: Liberal-Konservative Reformer),Erststimmen,142,173117
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,66,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,802,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Volt Deutschland,Zweitstimmen,328,172702
data-raw/w-btw21_kerg,district,43,Hannover-Land I,3,Übrige,Erststimmen,66,173117
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Wahlberechtigte,Erststimmen,214482,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Wahlberechtigte,Zweitstimmen,214482,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Wählende,Erststimmen,158022,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Wählende,Zweitstimmen,158022,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Ungültige Stimmen,Erststimmen,1388,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Ungültige Stimmen,Zweitstimmen,1192,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Gültige Stimmen,Erststimmen,156634,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Gültige Stimmen,Zweitstimmen,156830,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Christlich Demokratische Union Deutschlands,Erststimmen,51504,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Christlich Demokratische Union Deutschlands,Zweitstimmen,40993,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Sozialdemokratische Partei Deutschlands,Erststimmen,50635,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Sozialdemokratische Partei Deutschlands,Zweitstimmen,48332,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Alternative für Deutschland,Erststimmen,14498,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Alternative für Deutschland,Zweitstimmen,14423,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Freie Demokratische Partei,Erststimmen,13412,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Freie Demokratische Partei,Zweitstimmen,17990,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,DIE LINKE,Erststimmen,4357,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,DIE LINKE,Zweitstimmen,4680,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,18773,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,21882,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,FREIE WÄHLER,Erststimmen,3399,156634
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,FREIE WÄHLER,Zweitstimmen,1578,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1454,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,2169,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,176,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Piratenpartei Deutschland,Zweitstimmen,566,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Ökologisch-Demokratische Partei,Zweitstimmen,128,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,124,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,16,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Deutsche Kommunistische Partei,Zweitstimmen,34,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Partei der Humanisten,Zweitstimmen,99,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Die Urbane. Eine HipHop Partei,Zweitstimmen,75,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Basisdemokratische Partei Deutschland,Zweitstimmen,1592,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,28,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,225,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Volt Deutschland,Zweitstimmen,266,156830
data-raw/w-btw21_kerg,district,44,Celle – Uelzen,3,Übrige,Erststimmen,56,156634
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Wahlberechtigte,Erststimmen,219966,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Wahlberechtigte,Zweitstimmen,219966,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Wählende,Erststimmen,166592,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Wählende,Zweitstimmen,166592,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Ungültige Stimmen,Erststimmen,1568,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Ungültige Stimmen,Zweitstimmen,1762,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Gültige Stimmen,Erststimmen,165024,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Gültige Stimmen,Zweitstimmen,164830,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Christlich Demokratische Union Deutschlands,Erststimmen,40279,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Christlich Demokratische Union Deutschlands,Zweitstimmen,37839,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Sozialdemokratische Partei Deutschlands,Erststimmen,72113,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Sozialdemokratische Partei Deutschlands,Zweitstimmen,58846,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Alternative für Deutschland,Erststimmen,15346,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Alternative für Deutschland,Zweitstimmen,16048,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Freie Demokratische Partei,Erststimmen,10738,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Freie Demokratische Partei,Zweitstimmen,16238,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,DIE LINKE,Erststimmen,3619,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,DIE LINKE,Zweitstimmen,4147,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,BÜNDNIS 90/DIE GRÜNEN,Erststimmen,15762,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,BÜNDNIS 90/DIE GRÜNEN,Zweitstimmen,21960,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,FREIE WÄHLER,Erststimmen,2084,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,FREIE WÄHLER,Zweitstimmen,1627,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,"Partei für Arbeit, Rechtsstaat, Tierschutz, Elitenförderung und basisdemokratische Initiative",Zweitstimmen,1429,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Erststimmen,2820,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,PARTEI MENSCH UMWELT TIERSCHUTZ,Zweitstimmen,2256,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Die Heimat (2021: Nationaldemokratische Partei Deutschlands),Zweitstimmen,174,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Piratenpartei Deutschland,Zweitstimmen,642,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Ökologisch-Demokratische Partei,Zweitstimmen,184,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,"V-Partei³ - Partei für Veränderung, Vegetarier und Veganer",Zweitstimmen,113,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Marxistisch-Leninistische Partei Deutschlands,Zweitstimmen,28,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Deutsche Kommunistische Partei,Zweitstimmen,32,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Partei der Humanisten,Zweitstimmen,133,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Die Urbane. Eine HipHop Partei,Zweitstimmen,121,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Basisdemokratische Partei Deutschland,Erststimmen,2016,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Basisdemokratische Partei Deutschland,Zweitstimmen,1942,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Wir Bürger (2021: Liberal-Konservative Reformer),Erststimmen,120,165024
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Wir Bürger (2021: Liberal-Konservative Reformer),Zweitstimmen,74,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Team Todenhöfer – Die Gerechtigkeitspartei,Zweitstimmen,582,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Volt Deutschland,Zweitstimmen,415,164830
data-raw/w-btw21_kerg,district,45,Gifhorn – Peine,3,Übrige,Erststimmen,127,165024
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Wahlberechtigte,Erststimmen,184471,131548
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Wahlberechtigte,Zweitstimmen,184471,131609
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Wählende,Erststimmen,132893,131548
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Wählende,Zweitstimmen,132893,131609
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Ungültige Stimmen,Erststimmen,1345,131548
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Ungültige Stimmen,Zweitstimmen,1284,131609
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Gültige Stimmen,Erststimmen,131548,131548
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Gültige Stimmen,Zweitstimmen,131609,131609
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Christlich Demokratische Union Deutschlands,Erststimmen,33575,131548
data-raw/w-btw21_kerg,district,46,Hameln-Pyrmont – Holzminden,3,Christlich Demokratische Union Deutschlands,Zweitstimmen,29809,131609
